brand,product_name,category,price,discount,rating,review_count,product_url
Minimalist,Alpha Arbutin 2% Serum,Serum,399,0,4.4,4800,https://beminimalist.co/products/alpha-arbutin-2-serum
Minimalist,Vitamin C 10% Serum,Serum,499,0,4.3,4100,https://beminimalist.co/products/vitamin-c-10-serum
Minimalist,AHA 25% BHA 2% Peeling Solution,Peel,499,0,4.2,3900,https://beminimalist.co/products/aha-25-bha-2-peeling-solution
Minimalist,Hyaluronic Acid 2% Serum,Serum,399,0,4.6,7200,https://beminimalist.co/products/hyaluronic-acid-2-serum
Minimalist,Granactive Retinoid 2% Serum,Serum,449,0,4.3,3100,https://beminimalist.co/products/granactive-retinoid-2-serum
Minimalist,Squalane Moisturiser,Moisturiser,399,0,4.4,2900,https://beminimalist.co/products/squalane-moisturiser
Minimalist,SPF 50 Sunscreen,Sunscreen,399,0,4.4,5100,https://beminimalist.co/products/spf-50-sunscreen
Minimalist,Polyglutamic Acid Serum,Serum,499,0,4.4,2200,https://beminimalist.co/products/polyglutamic-acid-serum
Minimalist,Multi-Peptide Serum,Serum,599,0,4.5,2800,https://beminimalist.co/products/multi-peptide-serum
Minimalist,Glycolic Acid 08% Toner,Toner,399,0,4.3,3400,https://beminimalist.co/products/glycolic-acid-08-toner
Minimalist,2% Salicylic Acid Gel Cleanser,Cleanser,299,0,4.4,3800,https://beminimalist.co/products/2-salicylic-acid-gel-cleanser
Minimalist,Azelaic Acid 10% Serum,Serum,499,0,4.3,2600,https://beminimalist.co/products/azelaic-acid-10-serum
Minimalist,Lactic Acid 10% Toner,Toner,349,0,4.2,2100,https://beminimalist.co/products/lactic-acid-10-toner
Minimalist,SPF 60 Sunscreen,Sunscreen,449,10,4.5,4200,https://beminimalist.co/products/spf-60-sunscreen
Minimalist,Ceramide & Hyaluronic Moisturiser,Moisturiser,449,0,4.5,2400,https://beminimalist.co/products/ceramide-hyaluronic-moisturiser
Minimalist,Copper Peptide 1% Serum,Serum,699,0,4.6,1200,https://beminimalist.co/products/copper-peptide-1-serum
Minimalist,Tranexamic Acid 3% Serum,Serum,499,0,4.4,1900,https://beminimalist.co/products/tranexamic-acid-3-serum
Minimalist,EUK 134 0.1% Antioxidant Serum,Serum,399,0,4.1,980,https://beminimalist.co/products/euk-134-antioxidant-serum
Minimalist,Mandelic Acid 10% Serum,Serum,449,0,4.2,1100,https://beminimalist.co/products/mandelic-acid-10-serum
Minimalist,EGCG 1% Anti-Pollution Serum,Serum,399,0,4.1,870,https://beminimalist.co/products/egcg-anti-pollution-serum
Minimalist,BHA 1% Exfoliating Toner,Toner,349,0,4.3,1800,https://beminimalist.co/products/bha-1-exfoliating-toner
Minimalist,Marine Collagen Moisturiser,Moisturiser,549,10,4.4,1300,https://beminimalist.co/products/marine-collagen-moisturiser
Minimalist,AHA 30% Peeling Solution,Peel,449,0,4.0,2200,https://beminimalist.co/products/aha-30-peeling-solution
Minimalist,PHAs 3% Mild Exfoliating Toner,Toner,349,0,4.3,1600,https://beminimalist.co/products/phas-3-mild-exfoliating-toner
Minimalist,Kojic Acid 2% Face Wash,Cleanser,299,0,4.4,2100,https://beminimalist.co/products/kojic-acid-2-face-wash
Minimalist,Vitamin B5 5% Moisturiser,Moisturiser,399,0,4.5,1700,https://beminimalist.co/products/vitamin-b5-5-moisturiser
Minimalist,SPF 50 Invisible Sunscreen,Sunscreen,399,0,4.3,3100,https://beminimalist.co/products/spf-50-invisible-sunscreen
Minimalist,Retinol 0.1% Beginner Serum,Serum,349,0,4.3,2400,https://beminimalist.co/products/retinol-0-1-beginner-serum
Minimalist,Niacinamide 5% Toner,Toner,299,0,4.4,2700,https://beminimalist.co/products/niacinamide-5-toner
Minimalist,Ceramide Cleanser,Cleanser,249,0,4.4,1900,https://beminimalist.co/products/ceramide-cleanser
Minimalist,Zinc PCA 0.5% Serum,Serum,399,0,4.2,1200,https://beminimalist.co/products/zinc-pca-0-5-serum
Minimalist,Ascorbic Acid 8% Alpha Arbutin 1% Serum,Serum,499,0,4.4,2300,https://beminimalist.co/products/ascorbic-acid-alpha-arbutin-serum
Minimalist,Retinol 0.6% Advanced Serum,Serum,499,0,4.3,1500,https://beminimalist.co/products/retinol-0-6-advanced-serum
Minimalist,Salicylic LHA 0.5% Serum,Serum,399,0,4.3,1400,https://beminimalist.co/products/salicylic-lha-serum
Minimalist,Face Serum Starter Kit,Serum,699,15,4.6,890,https://beminimalist.co/products/face-serum-starter-kit
Minimalist,Matrixyl 10% HA Serum,Serum,599,0,4.4,1100,https://beminimalist.co/products/matrixyl-10-ha-serum
Minimalist,Oil Free SPF 50 Moisturiser,Moisturiser,449,0,4.3,1800,https://beminimalist.co/products/oil-free-spf-50-moisturiser
Minimalist,SPF 40 Dewy Sunscreen,Sunscreen,349,0,4.2,2200,https://beminimalist.co/products/spf-40-dewy-sunscreen
Minimalist,BHA 2% PHAs 5% Peel,Peel,499,0,4.1,1300,https://beminimalist.co/products/bha-2-phas-5-peel
Minimalist,Amino Acid Hydrating Cleanser,Cleanser,249,0,4.5,2600,https://beminimalist.co/products/amino-acid-hydrating-cleanser
Minimalist,Tea Tree Salicylic Cleanser,Cleanser,199,0,4.3,3200,https://beminimalist.co/products/tea-tree-salicylic-cleanser
Minimalist,Resveratrol 3% Ferulic Acid 3% Serum,Serum,499,0,4.3,980,https://beminimalist.co/products/resveratrol-ferulic-acid-serum
Minimalist,Idebenone 1% Antioxidant Serum,Serum,599,0,4.2,720,https://beminimalist.co/products/idebenone-antioxidant-serum
Minimalist,10% Vitamin C E Ferulic Serum,Serum,549,0,4.5,1600,https://beminimalist.co/products/vitamin-c-e-ferulic-serum
Minimalist,MCHA 4% PHAs 3% Serum,Serum,449,0,4.2,840,https://beminimalist.co/products/mcha-phas-serum
Minimalist,SPF 50 Body Lotion Sunscreen,Sunscreen,449,0,4.2,1100,https://beminimalist.co/products/spf-50-body-lotion-sunscreen
Minimalist,Squalane Vitamin C Rose Hip Serum,Serum,499,0,4.4,1300,https://beminimalist.co/products/squalane-vitamin-c-rosehip-serum
Minimalist,5% Lactic Acid 2% HA Serum,Serum,399,0,4.3,1700,https://beminimalist.co/products/lactic-acid-ha-serum
Minimalist,Niacinamide 10% Zinc 1% Serum,Serum,499,0,4.5,5400,https://beminimalist.co/products/niacinamide-10-zinc-1-serum
Minimalist,Peptide Moisturiser,Moisturiser,499,0,4.4,1100,https://beminimalist.co/products/peptide-moisturiser
Minimalist,Glycolic Acid 08% Face Wash,Cleanser,299,0,4.3,1400,https://beminimalist.co/products/glycolic-acid-08-face-wash
Dot & Key,Watermelon Cooling Moisturiser,Moisturiser,595,20,4.4,4800,https://dotandkey.com/products/watermelon-cooling-moisturiser
Dot & Key,Vitamin C E Supercharge Serum,Serum,895,25,4.5,3600,https://dotandkey.com/products/vitamin-c-e-supercharge-serum
Dot & Key,Cica Calming Moisturiser,Moisturiser,695,20,4.3,2900,https://dotandkey.com/products/cica-calming-moisturiser
Dot & Key,Sleep Mask,Mask,795,30,4.4,2200,https://dotandkey.com/products/sleep-mask
Dot & Key,Body Sunscreen SPF 50,Sunscreen,695,25,4.3,2100,https://dotandkey.com/products/body-sunscreen-spf-50
Dot & Key,SPF 50 Face Sunscreen,Sunscreen,795,20,4.4,3100,https://dotandkey.com/products/spf-50-face-sunscreen
Dot & Key,Acne Care Cleanser,Cleanser,395,15,4.3,2400,https://dotandkey.com/products/acne-care-cleanser
Dot & Key,Brightening Eye Cream,Eye Care,895,25,4.3,1200,https://dotandkey.com/products/brightening-eye-cream
Dot & Key,Ceramide Niacinamide Serum,Serum,995,30,4.5,2800,https://dotandkey.com/products/ceramide-niacinamide-serum
Dot & Key,Rose Vitamin C Body Lotion,Body Care,595,25,4.4,1900,https://dotandkey.com/products/rose-vitamin-c-body-lotion
Dot & Key,Glow Toning Body Wash,Body Care,495,20,4.3,1600,https://dotandkey.com/products/glow-toning-body-wash
Dot & Key,2% Salicylic Acid Serum,Serum,695,20,4.3,2100,https://dotandkey.com/products/2-salicylic-acid-serum
Dot & Key,Niacinamide 10% Serum,Serum,795,20,4.4,2600,https://dotandkey.com/products/niacinamide-10-serum
Dot & Key,Watermelon Lip Sleeping Mask,Lip Care,395,15,4.5,1400,https://dotandkey.com/products/watermelon-lip-sleeping-mask
Dot & Key,Retinol Ceramide Night Cream,Moisturiser,1195,30,4.4,980,https://dotandkey.com/products/retinol-ceramide-night-cream
Dot & Key,Brightening Vitamin C Cleanser,Cleanser,495,20,4.3,1800,https://dotandkey.com/products/brightening-vitamin-c-cleanser
Dot & Key,AHA BHA Exfoliating Toner,Toner,695,25,4.2,1500,https://dotandkey.com/products/aha-bha-exfoliating-toner
Dot & Key,Hyaluronic Acid Serum,Serum,795,20,4.4,2200,https://dotandkey.com/products/hyaluronic-acid-serum
Dot & Key,Cocoa Coffee Body Scrub,Body Care,595,25,4.5,1300,https://dotandkey.com/products/cocoa-coffee-body-scrub
Dot & Key,Turmeric Cranberry Mask,Mask,595,20,4.3,1100,https://dotandkey.com/products/turmeric-cranberry-mask
Dot & Key,SPF 50 Invisible Sunscreen,Sunscreen,895,25,4.4,2400,https://dotandkey.com/products/spf-50-invisible-sunscreen
Dot & Key,Blue Light Defense Moisturiser,Moisturiser,895,25,4.3,860,https://dotandkey.com/products/blue-light-defense-moisturiser
Dot & Key,Niacinamide Zinc Toner,Toner,595,20,4.3,1200,https://dotandkey.com/products/niacinamide-zinc-toner
Dot & Key,Lip Balm Vitamin E,Lip Care,295,10,4.4,1800,https://dotandkey.com/products/lip-balm-vitamin-e
Dot & Key,Coffee Coconut Body Lotion,Body Care,695,30,4.4,1100,https://dotandkey.com/products/coffee-coconut-body-lotion
Dot & Key,Dark Circle Removing Eye Cream,Eye Care,995,30,4.2,1000,https://dotandkey.com/products/dark-circle-removing-eye-cream
Dot & Key,Green Tea Detox Cleanser,Cleanser,395,15,4.4,1600,https://dotandkey.com/products/green-tea-detox-cleanser
Dot & Key,Peptide Lip Plumping Serum,Lip Care,695,20,4.3,620,https://dotandkey.com/products/peptide-lip-plumping-serum
Dot & Key,SPF 35 Tinted Sunscreen,Sunscreen,895,20,4.3,1400,https://dotandkey.com/products/spf-35-tinted-sunscreen
Dot & Key,Watermelon Body Lotion,Body Care,595,25,4.3,1200,https://dotandkey.com/products/watermelon-body-lotion
Dot & Key,Retinol Eye Serum,Eye Care,1095,30,4.4,480,https://dotandkey.com/products/retinol-eye-serum
Dot & Key,Alpha Arbutin Niacinamide Serum,Serum,895,25,4.4,1900,https://dotandkey.com/products/alpha-arbutin-niacinamide-serum
Dot & Key,Rice Water Brightening Toner,Toner,595,20,4.3,1300,https://dotandkey.com/products/rice-water-brightening-toner
Dot & Key,Charcoal Detox Face Mask,Mask,695,25,4.2,900,https://dotandkey.com/products/charcoal-detox-face-mask
Dot & Key,Vitamin C Body Serum,Body Care,795,30,4.4,880,https://dotandkey.com/products/vitamin-c-body-serum
Dot & Key,Overnight Body Lotion,Body Care,795,25,4.4,760,https://dotandkey.com/products/overnight-body-lotion
Dot & Key,Peptide Anti-Aging Serum,Serum,1295,35,4.5,1100,https://dotandkey.com/products/peptide-anti-aging-serum
Dot & Key,Ceramide Barrier Repair Moisturiser,Moisturiser,995,30,4.4,820,https://dotandkey.com/products/ceramide-barrier-repair-moisturiser
Dot & Key,Micellar Water Cleanser,Cleanser,495,15,4.3,1100,https://dotandkey.com/products/micellar-water-cleanser
Dot & Key,SPF 50+ Ultra Protect Sunscreen,Sunscreen,795,20,4.3,1800,https://dotandkey.com/products/spf-50-ultra-protect-sunscreen
Dot & Key,Retinol Body Lotion,Body Care,795,30,4.3,680,https://dotandkey.com/products/retinol-body-lotion
Dot & Key,Collagen Lip Mask,Lip Care,495,20,4.4,820,https://dotandkey.com/products/collagen-lip-mask
Dot & Key,Brightening Exfoliating Peel Mask,Mask,895,35,4.3,760,https://dotandkey.com/products/brightening-exfoliating-peel-mask
Dot & Key,Hyaluronic Toning Mist,Toner,695,25,4.3,900,https://dotandkey.com/products/hyaluronic-toning-mist
Dot & Key,Vitamin C Brightening Body Scrub,Body Care,695,25,4.4,620,https://dotandkey.com/products/vitamin-c-brightening-body-scrub
Dot & Key,Dark Spot Corrector Serum,Serum,1095,30,4.4,1400,https://dotandkey.com/products/dark-spot-corrector-serum
Dot & Key,Deep Moisturising Cleanser,Cleanser,395,15,4.2,860,https://dotandkey.com/products/deep-moisturising-cleanser
Dot & Key,Glow Serum Vitamin C 15%,Serum,995,30,4.5,1700,https://dotandkey.com/products/glow-serum-vitamin-c-15
Dot & Key,Pore Minimising Clay Mask,Mask,795,30,4.2,700,https://dotandkey.com/products/pore-minimising-clay-mask
Dot & Key,Nourishing Lip Sleeping Mask,Lip Care,395,15,4.5,1000,https://dotandkey.com/products/nourishing-lip-sleeping-mask
Dot & Key,Anti-Dandruff Scalp Serum,Body Care,895,30,4.2,540,https://dotandkey.com/products/anti-dandruff-scalp-serum
Dot & Key,SPF 60 Serum Sunscreen,Sunscreen,995,25,4.4,1600,https://dotandkey.com/products/spf-60-serum-sunscreen
Dot & Key,Retinol Night Moisturiser,Moisturiser,1295,35,4.5,740,https://dotandkey.com/products/retinol-night-moisturiser
Dot & Key,Kojic Acid Niacinamide Serum,Serum,995,30,4.4,1100,https://dotandkey.com/products/kojic-acid-niacinamide-serum
Dot & Key,Exfoliating AHA Toner,Toner,695,20,4.3,880,https://dotandkey.com/products/exfoliating-aha-toner
Dot & Key,Pore Cleansing Foam Wash,Cleanser,495,20,4.3,1400,https://dotandkey.com/products/pore-cleansing-foam-wash
Dot & Key,Shea Butter Body Cream,Body Care,895,35,4.4,590,https://dotandkey.com/products/shea-butter-body-cream
Dot & Key,Vitamin E Under Eye Balm,Eye Care,895,25,4.3,680,https://dotandkey.com/products/vitamin-e-under-eye-balm
Dot & Key,Luxury Facial Oil Serum,Serum,1795,40,4.2,320,https://dotandkey.com/products/luxury-facial-oil
Dot & Key,Brightening Body Sunscreen,Sunscreen,595,20,4.3,1200,https://dotandkey.com/products/brightening-body-sunscreen
Dot & Key,Mango Butter Body Scrub,Body Care,595,25,4.4,480,https://dotandkey.com/products/mango-butter-body-scrub
Dot & Key,Hydra Glow Sleeping Mask,Mask,895,35,4.4,580,https://dotandkey.com/products/hydra-glow-sleeping-mask
Dot & Key,Caffeine Eye Serum,Eye Care,895,25,4.3,540,https://dotandkey.com/products/caffeine-eye-serum
Dot & Key,Acne Spot Corrector Serum,Serum,695,25,4.3,1600,https://dotandkey.com/products/acne-spot-corrector-serum
Dot & Key,SPF 50 Tinted Moisturiser,Moisturiser,995,30,4.3,900,https://dotandkey.com/products/spf-50-tinted-moisturiser
Dot & Key,Watermelon Glow Body Mist,Body Care,595,20,4.5,760,https://dotandkey.com/products/watermelon-glow-body-mist
Dot & Key,Brightening Serum Sheet Mask,Mask,395,15,4.4,420,https://dotandkey.com/products/brightening-serum-sheet-mask
Dot & Key,Blackhead Clearing Toner,Toner,595,20,4.2,980,https://dotandkey.com/products/blackhead-clearing-toner
Dot & Key,Watermelon Splash Body Scrub,Body Care,595,25,4.4,640,https://dotandkey.com/products/watermelon-splash-body-scrub
Dot & Key,Ceramide Repair Eye Cream,Eye Care,895,25,4.3,460,https://dotandkey.com/products/ceramide-repair-eye-cream
The Derma Co,10% Niacinamide Face Serum,Serum,599,10,4.5,5800,https://thederma.co/products/10-niacinamide-face-serum
The Derma Co,Hyaluronic Acid Serum,Serum,599,10,4.4,4600,https://thederma.co/products/hyaluronic-acid-serum
The Derma Co,1% Salicylic Acid Serum,Serum,499,0,4.4,3900,https://thederma.co/products/1-salicylic-acid-serum
The Derma Co,SPF 50 Matte Sunscreen,Sunscreen,549,10,4.5,5100,https://thederma.co/products/spf-50-matte-sunscreen
The Derma Co,Ceramide Repair Moisturiser,Moisturiser,699,15,4.4,2800,https://thederma.co/products/ceramide-repair-moisturiser
The Derma Co,Kojic Acid Face Wash,Cleanser,499,10,4.4,2600,https://thederma.co/products/kojic-acid-face-wash
The Derma Co,AHA 30% BHA 2% Peel,Peel,549,0,4.2,2400,https://thederma.co/products/aha-30-bha-2-peel
The Derma Co,Retinol Night Serum,Serum,699,15,4.4,2100,https://thederma.co/products/retinol-night-serum
The Derma Co,Vitamin C 20% Serum,Serum,799,15,4.5,2300,https://thederma.co/products/vitamin-c-20-serum
The Derma Co,Peptide Eye Cream,Eye Care,699,10,4.4,980,https://thederma.co/products/peptide-eye-cream
The Derma Co,2% Alpha Arbutin Serum,Serum,499,0,4.3,2700,https://thederma.co/products/2-alpha-arbutin-serum
The Derma Co,SPF 60 Sunscreen,Sunscreen,699,15,4.5,3200,https://thederma.co/products/spf-60-sunscreen
The Derma Co,Cica Repair Moisturiser,Moisturiser,799,20,4.4,1600,https://thederma.co/products/cica-repair-moisturiser
The Derma Co,Gentle Exfoliating Face Wash,Cleanser,449,10,4.3,1900,https://thederma.co/products/gentle-exfoliating-face-wash
The Derma Co,Lactic Acid 10% HA 2% Serum,Serum,549,0,4.3,1700,https://thederma.co/products/lactic-acid-ha-serum
The Derma Co,Tranexamic Acid Serum,Serum,699,10,4.4,1400,https://thederma.co/products/tranexamic-acid-serum
The Derma Co,Clay Face Mask,Mask,549,15,4.3,1100,https://thederma.co/products/clay-face-mask
The Derma Co,Oil-Free Moisturiser SPF 30,Moisturiser,749,15,4.3,1200,https://thederma.co/products/oil-free-moisturiser-spf-30
The Derma Co,BHA 2% Blackhead Toner,Toner,499,10,4.3,1800,https://thederma.co/products/bha-2-blackhead-toner
The Derma Co,SPF 50 Brightening Sunscreen,Sunscreen,599,10,4.4,2600,https://thederma.co/products/spf-50-brightening-sunscreen
The Derma Co,1% Retinol Face Cream,Moisturiser,849,20,4.4,1000,https://thederma.co/products/1-retinol-face-cream
The Derma Co,Hydrating Toner,Toner,449,0,4.3,1500,https://thederma.co/products/hydrating-toner
The Derma Co,Acne Spot Treatment Serum,Serum,449,0,4.3,2200,https://thederma.co/products/acne-spot-treatment-serum
The Derma Co,Kojic Acid Serum,Serum,649,15,4.4,1600,https://thederma.co/products/kojic-acid-serum
The Derma Co,SPF 50 Tinted Sunscreen,Sunscreen,699,15,4.4,1900,https://thederma.co/products/spf-50-tinted-sunscreen
The Derma Co,Vitamin E Nourishing Moisturiser,Moisturiser,549,10,4.3,1100,https://thederma.co/products/vitamin-e-nourishing-moisturiser
The Derma Co,AHA 10% Brightening Toner,Toner,499,10,4.3,1400,https://thederma.co/products/aha-10-brightening-toner
The Derma Co,Collagen Serum,Serum,799,20,4.4,1100,https://thederma.co/products/collagen-serum
The Derma Co,Ceramide Face Wash,Cleanser,399,0,4.4,2100,https://thederma.co/products/ceramide-face-wash
The Derma Co,Dark Circle Eye Cream,Eye Care,799,15,4.4,840,https://thederma.co/products/dark-circle-eye-cream
The Derma Co,Copper Peptide Serum,Serum,999,20,4.5,620,https://thederma.co/products/copper-peptide-serum
The Derma Co,Sheet Mask Brightening,Mask,349,0,4.2,840,https://thederma.co/products/sheet-mask-brightening
The Derma Co,Barrier Repair Face Cream,Moisturiser,799,15,4.4,900,https://thederma.co/products/barrier-repair-face-cream
The Derma Co,Brightening Face Wash,Cleanser,449,10,4.3,1700,https://thederma.co/products/brightening-face-wash
The Derma Co,SPF 30 Mineral Sunscreen,Sunscreen,549,0,4.2,1100,https://thederma.co/products/spf-30-mineral-sunscreen
The Derma Co,Pore Minimising Serum,Serum,549,10,4.3,1300,https://thederma.co/products/pore-minimising-serum
The Derma Co,Hydrating Sheet Mask,Mask,349,0,4.3,720,https://thederma.co/products/hydrating-sheet-mask
The Derma Co,Multi-Peptide Night Cream,Moisturiser,999,20,4.5,680,https://thederma.co/products/multi-peptide-night-cream
The Derma Co,SPF 50 Aqua Gel Sunscreen,Sunscreen,649,15,4.4,1700,https://thederma.co/products/spf-50-aqua-gel-sunscreen
The Derma Co,Exfoliating AHA Serum,Serum,599,10,4.3,1000,https://thederma.co/products/exfoliating-aha-serum
The Derma Co,Anti-Acne Face Wash,Cleanser,399,0,4.4,2400,https://thederma.co/products/anti-acne-face-wash
The Derma Co,Oil Control Toner,Toner,449,0,4.2,1200,https://thederma.co/products/oil-control-toner
The Derma Co,Niacinamide Moisturiser,Moisturiser,649,10,4.4,1300,https://thederma.co/products/niacinamide-moisturiser
The Derma Co,Anti-Aging Eye Serum,Eye Care,899,20,4.4,520,https://thederma.co/products/anti-aging-eye-serum
The Derma Co,Vitamin C Brightening Serum,Serum,699,15,4.4,1200,https://thederma.co/products/vitamin-c-brightening-serum
The Derma Co,Resurfacing Enzyme Mask,Mask,649,15,4.3,600,https://thederma.co/products/resurfacing-enzyme-mask
The Derma Co,Gentle Foaming Face Wash,Cleanser,349,0,4.3,1800,https://thederma.co/products/gentle-foaming-face-wash
The Derma Co,Salicylic Acid 2% Toner,Toner,499,10,4.3,1600,https://thederma.co/products/salicylic-acid-2-toner
The Derma Co,Azelaic Acid 10% Serum,Serum,599,10,4.3,940,https://thederma.co/products/azelaic-acid-10-serum
The Derma Co,Peptide Repair Moisturiser,Moisturiser,849,15,4.4,820,https://thederma.co/products/peptide-repair-moisturiser
The Derma Co,Brightening Sunscreen Combo,Sunscreen,1299,30,4.5,480,https://thederma.co/products/brightening-sunscreen-combo
The Derma Co,Anti-Pigmentation Serum,Serum,799,15,4.5,1100,https://thederma.co/products/anti-pigmentation-serum
The Derma Co,Pore Tightening Toner,Toner,449,0,4.2,1000,https://thederma.co/products/pore-tightening-toner
The Derma Co,Retinol Anti-Aging Cream,Moisturiser,999,20,4.5,760,https://thederma.co/products/retinol-anti-aging-cream
The Derma Co,Anti-Blemish Spot Serum,Serum,499,0,4.3,1500,https://thederma.co/products/anti-blemish-spot-serum
The Derma Co,SPF 50 Anti-Pollution Sunscreen,Sunscreen,699,15,4.4,1400,https://thederma.co/products/spf-50-anti-pollution-sunscreen
The Derma Co,Fermented Rice Water Toner,Toner,499,10,4.3,880,https://thederma.co/products/fermented-rice-water-toner
The Derma Co,Calming Face Wash,Cleanser,399,0,4.3,1500,https://thederma.co/products/calming-face-wash
